pick_id,year,round,original_team,pick_type,rules,EV,value_std,min_value,max_value,p10,p25,p50,p75,p90,expected_draft_slot,resolution_rate,owner_1,owner_2,owner_3,ownership_prob_1,ownership_prob_2,ownership_prob_3
Boston_Celtics_2028_1,2028,1,Boston Celtics,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""Boston Celtics"", ""San Antonio Spurs""], ""pool"": [""San_Antonio_Spurs_2028_1"", {""pick"": ""Boston_Celtics_2028_1"", ""condition"": {""range"": [2, 30]}}], ""fallback_pick"": ""Boston_Celtics_2028_2"", ""allocation"": [{""rank"": ""mf"", ""to"": ""San Antonio Spurs""}, {""rank"": ""lf"", ""to"": ""Boston Celtics""}]}",0.19780699999999998,0.04943081115568662,0.1175,0.35,0.1425,0.155,0.1875,0.245,0.27,23.5075,1.0,San Antonio Spurs,Boston Celtics,,0.6594,0.3406,
Detroit_Pistons_2028_2,2028,2,Detroit Pistons,protected,"{""type"": ""protected"", ""protection_range"": [31, 55], ""if_protected_to"": ""Detroit Pistons"", ""if_not_protected_to"": ""Detroit Pistons""}",0.01907525,0.005791594486337027,0.0125,0.0375,0.0125,0.015,0.0175,0.0225,0.0275,57.0918,1.0,Detroit Pistons,,,1.0,,
New_Orleans_Pelicans_2027_1,2027,1,New Orleans Pelicans,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""New Orleans Pelicans"", ""Atlanta Hawks""], ""pool"": [""New_Orleans_Pelicans_2027_1"", ""Milwaukee_Bucks_2027_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""New Orleans Pelicans""}, {""rank"": ""lf"", ""to"": ""Atlanta Hawks"", ""protection"": {""range"": [1, 4], ""if_protected_to"": ""New Orleans Pelicans""}}]}",0.43557524999999997,0.12928089985587318,0.295,1.0,0.35,0.375,0.4,0.43,0.6025,10.2976,1.0,Atlanta Hawks,New Orleans Pelicans,,0.9041,0.0959,
Cleveland_Cavaliers_2031_1,2031,1,Cleveland Cavaliers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Cleveland Cavaliers""}",0.35111950000000003,0.2030755295125893,0.1175,1.0,0.1425,0.1875,0.295,0.4775,0.6025,15.9841,1.0,Cleveland Cavaliers,,,1.0,,
Dallas_Mavericks_2032_1,2032,1,Dallas Mavericks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Dallas Mavericks""}",0.356452,0.20128566649901755,0.1175,1.0,0.155,0.2,0.295,0.4775,0.6025,15.6465,1.0,Dallas Mavericks,,,1.0,,
Brooklyn_Nets_2029_2,2029,2,Brooklyn Nets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.06760275,0.015582100231427781,0.03,0.09,0.045,0.055,0.07,0.08,0.0875,38.0202,1.0,Brooklyn Nets,,,1.0,,
Los_Angeles_Lakers_2026_2,2026,2,Los Angeles Lakers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Toronto Raptors""}",0.0225,0.0,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,0.0225,55.0,1.0,Toronto Raptors,,,1.0,,
Oklahoma_City_Thunder_2028_1,2028,1,Oklahoma City Thunder,swap,"{""type"": ""swap"", ""possible_destinations"": [""Dallas Mavericks"", ""Oklahoma City Thunder""], ""pool"": [""Dallas_Mavericks_2028_1"", ""Oklahoma_City_Thunder_2028_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""lf"", ""to"": ""Dallas Mavericks""}]}",0.1590785,0.035945793185778764,0.1175,0.27,0.1175,0.13,0.155,0.1875,0.215,26.5632,1.0,Dallas Mavericks,Oklahoma City Thunder,,0.9817,0.0183,
Los_Angeles_Clippers_2030_1,2030,1,Los Angeles Clippers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Los Angeles Clippers""}",0.477984,0.210711121945879,0.155,1.0,0.245,0.295,0.4675,0.6025,0.775,10.1572,1.0,Los Angeles Clippers,,,1.0,,
Los_Angeles_Lakers_2031_1,2031,1,Los Angeles Lakers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Los Angeles Lakers""}",0.315759,0.18846340696426028,0.1175,1.0,0.13,0.165,0.27,0.4,0.5275,17.6737,1.0,Los Angeles Lakers,,,1.0,,
Phoenix_Suns_2032_2,2032,2,Phoenix Suns,swap,"{""type"": ""swap"", ""possible_destinations"": [""Minnesota Timberwolves"", ""Phoenix Suns""], ""pool"": [""Phoenix_Suns_2032_2"", ""Houston_Rockets_2032_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Minnesota Timberwolves""}, {""rank"": ""lf"", ""to"": ""Phoenix Suns""}]}",0.0478305,0.02282474789919197,0.0125,0.09,0.0175,0.0275,0.0475,0.0675,0.08,45.5072,1.0,Minnesota Timberwolves,Phoenix Suns,,0.5045,0.4955,
Los_Angeles_Clippers_2027_2,2027,2,Los Angeles Clippers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Utah Jazz""}",0.07875425,0.007185150978021114,0.06,0.09,0.07,0.0725,0.075,0.0875,0.09,34.245,1.0,Utah Jazz,,,1.0,,
Brooklyn_Nets_2032_1,2032,1,Brooklyn Nets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.358423,0.20604935987493508,0.1175,1.0,0.1425,0.2,0.295,0.4775,0.6675,15.6586,1.0,Brooklyn Nets,,,1.0,,
Denver_Nuggets_2026_1,2026,1,Denver Nuggets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Denver Nuggets""}",0.1425,0.0,0.1425,0.1425,0.1425,0.1425,0.1425,0.1425,0.1425,28.0,1.0,Denver Nuggets,,,1.0,,
Denver_Nuggets_2031_2,2031,2,Denver Nuggets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.04915725,0.02256349504328527,0.0125,0.09,0.02,0.03,0.0475,0.07,0.0825,44.9859,1.0,Charlotte Hornets,,,1.0,,
Phoenix_Suns_2029_1,2029,1,Phoenix Suns,swap,"{""type"": ""swap"", ""possible_destinations"": [""Houston Rockets"", ""Brooklyn Nets""], ""pool"": [""Phoenix_Suns_2029_1"", ""Houston_Rockets_2029_1"", ""Dallas_Mavericks_2029_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Houston Rockets""}, {""rank"": ""mid"", ""to"": ""Houston Rockets""}, {""rank"": ""lf"", ""to"": ""Brooklyn Nets""}]}",0.49482250000000005,0.19755667252116704,0.165,1.0,0.27,0.33,0.4775,0.6025,0.775,9.211,1.0,Houston Rockets,Brooklyn Nets,,0.9705,0.0295,
Portland_Trail_Blazers_2030_1,2030,1,Portland Trail Blazers,swap,"{""type"": ""swap"", ""pool"": [""Portland_Trail_Blazers_2030_1"", ""Milwaukee_Bucks_2030_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Portland Trail Blazers""}, {""rank"": ""lf"", ""to"": ""Milwaukee Bucks""}]}",0.377051,0.20365937214620433,0.1175,1.0,0.165,0.215,0.31,0.5,0.6675,14.5921,1.0,Milwaukee Bucks,Portland Trail Blazers,,0.6402,0.3598,
Sacramento_Kings_2026_1,2026,1,Sacramento Kings,unprotected,"{""type"": ""unprotected"", ""owner"": ""Sacramento Kings""}",0.61296675,0.15828996996302885,0.4575,1.0,0.5,0.5,0.5275,0.6675,1.0,4.9771,1.0,Sacramento Kings,,,1.0,,
Orlando_Magic_2030_1,2030,1,Orlando Magic,unprotected,"{""type"": ""unprotected"", ""owner"": ""Memphis Grizzlies""}",0.29746125,0.17580587275152929,0.1175,1.0,0.13,0.165,0.2575,0.375,0.5,18.498,1.0,Memphis Grizzlies,,,1.0,,
Minnesota_Timberwolves_2027_2,2027,2,Minnesota Timberwolves,unprotected,"{""type"": ""unprotected"", ""owner"": ""Portland Trail Blazers""}",0.0400565,0.004430154667394544,0.0275,0.0875,0.035,0.0375,0.04,0.0425,0.045,47.9777,1.0,Portland Trail Blazers,,,1.0,,
New_York_Knicks_2026_1,2026,1,New York Knicks,unprotected,"{""type"": ""unprotected"", ""owner"": ""New York Knicks""}",0.155,0.0,0.155,0.155,0.155,0.155,0.155,0.155,0.155,27.0,1.0,New York Knicks,,,1.0,,
Toronto_Raptors_2028_1,2028,1,Toronto Raptors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Toronto Raptors""}",0.26002925,0.07944726840038709,0.13,1.0,0.175,0.2,0.2575,0.295,0.35,19.1085,1.0,Toronto Raptors,,,1.0,,
Minnesota_Timberwolves_2030_1,2030,1,Minnesota Timberwolves,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""San Antonio Spurs"", ""Minnesota Timberwolves""], ""levels"": [{""description"": ""MF of SAS and DAL"", ""pool"": [""San_Antonio_Spurs_2030_1"", ""Dallas_Mavericks_2030_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""TEMP_SAS_DAL_MF""}, {""rank"": ""lf"", ""to"": ""Dallas Mavericks""}]}, {""description"": ""SAS gets MF, MIN gets LF if conveyable"", ""pool"": [""TEMP_SAS_DAL_MF"", {""pick"": ""Minnesota_Timberwolves_2030_1"", ""condition"": {""range"": [2, 30]}}], ""allocation"": [{""rank"": ""mf"", ""to"": ""San Antonio Spurs""}, {""rank"": ""lf"", ""to"": ""Minnesota Timberwolves""}]}], ""if_protected_to"": ""Minnesota Timberwolves""}",0.24769000000000002,0.1387473927102719,0.1175,1.0,0.1175,0.1425,0.215,0.31,0.43,21.006,1.0,Minnesota Timberwolves,San Antonio Spurs,,0.7338,0.2662,
Philadelphia_76ers_2029_2,2029,2,Philadelphia 76ers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Philadelphia 76ers""}",0.0489195,0.020380604913879916,0.0125,0.09,0.0225,0.03,0.0475,0.0625,0.08,44.9287,1.0,Philadelphia 76ers,,,1.0,,
Sacramento_Kings_2031_2,2031,2,Sacramento Kings,unprotected,"{""type"": ""unprotected"", ""owner"": ""San Antonio Spurs""}",0.050527499999999996,0.022330424504157,0.0125,0.09,0.0225,0.03,0.05,0.07,0.0825,44.4411,1.0,San Antonio Spurs,,,1.0,,
Orlando_Magic_2027_2,2027,2,Orlando Magic,swap,"{""type"": ""swap"", ""possible_destinations"": [""Orlando Magic"", ""Utah Jazz""], ""pool"": [""Orlando_Magic_2027_2"", ""Boston_Celtics_2027_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Utah Jazz""}, {""rank"": ""lf"", ""to"": ""Orlando Magic""}]}",0.0426635,0.004862291840088762,0.03,0.09,0.0375,0.04,0.0425,0.045,0.0475,46.9405,1.0,Orlando Magic,,,1.0,,
New_York_Knicks_2031_2,2031,2,New York Knicks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.051687000000000004,0.022401991338307226,0.0125,0.09,0.0225,0.0325,0.05,0.0725,0.0825,44.0077,1.0,Charlotte Hornets,,,1.0,,
Atlanta_Hawks_2028_1,2028,1,Atlanta Hawks,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Atlanta Hawks"", ""Utah Jazz"", ""Cleveland Cavaliers""], ""levels"": [{""description"": ""Sub-swap (ii): less favorable of UTH and CLE"", ""pool"": [""Utah_Jazz_2028_1"", ""Cleveland_Cavaliers_2028_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Utah Jazz""}, {""rank"": ""lf"", ""to"": ""TEMP_II_LF""}]}, {""description"": ""More favorable of ATL and (lf of UTH and CLE)"", ""pool"": [""Atlanta_Hawks_2028_1"", ""TEMP_II_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Atlanta Hawks""}, {""rank"": ""lf"", ""to"": ""Cleveland Cavaliers""}]}]}",0.23493874999999997,0.06532580745424775,0.1175,1.0,0.165,0.1875,0.23,0.2825,0.31,20.7577,1.0,Cleveland Cavaliers,Atlanta Hawks,,0.5352,0.4648,
Washington_Wizards_2028_1,2028,1,Washington Wizards,nested_swap,"{""type"": ""nested_swap"", ""note"": ""impossible?""}",,,,,,,,,,,0.0,,,,,,
Philadelphia_76ers_2032_1,2032,1,Philadelphia 76ers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Philadelphia 76ers""}",0.35797249999999997,0.2019265563940707,0.1175,1.0,0.155,0.2,0.295,0.4775,0.6025,15.585,1.0,Philadelphia 76ers,,,1.0,,
Charlotte_Hornets_2027_2,2027,2,Charlotte Hornets,conditional_trigger,"{""type"": ""conditional_trigger"", ""triggers"": [{""pick_id"": ""San_Antonio_Spurs_2027_1"", ""condition"": {""range"": [1, 16]}}], ""trigger_logic"": ""ALL"", ""if_triggered_to"": ""Oklahoma City Thunder"", ""if_not_triggered_to"": ""Sacramento Kings""}",,,,,,,,,,,0.0,,,,,,
Charlotte_Hornets_2030_1,2030,1,Charlotte Hornets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Charlotte Hornets""}",0.3577485,0.20252560926952146,0.1175,1.0,0.155,0.2,0.295,0.4775,0.6025,15.5998,1.0,Charlotte Hornets,,,1.0,,
Utah_Jazz_2032_1,2032,1,Utah Jazz,unprotected,"{""type"": ""unprotected"", ""owner"": ""Utah Jazz""}",0.36177024999999996,0.20350943700239682,0.1175,1.0,0.155,0.2,0.31,0.4775,0.6025,15.4209,1.0,Utah Jazz,,,1.0,,
Golden_State_Warriors_2027_1,2027,1,Golden State Warriors,unprotected,"{""type"": ""unprotected"", ""owner"": ""Golden State Warriors""}",0.34501950000000003,0.08330425307034438,0.2575,1.0,0.295,0.31,0.33,0.35,0.375,13.696,1.0,Golden State Warriors,,,1.0,,
Memphis_Grizzlies_2027_1,2027,1,Memphis Grizzlies,unprotected,"{""type"": ""unprotected"", ""owner"": ""Memphis Grizzlies""}",0.56208325,0.15949700898143762,0.35,1.0,0.43,0.4575,0.5,0.6025,0.775,6.4515,1.0,Memphis Grizzlies,,,1.0,,
Houston_Rockets_2031_1,2031,1,Houston Rockets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Houston Rockets""}",0.3377335,0.19676709825792948,0.1175,1.0,0.13,0.1875,0.2825,0.4575,0.6025,16.5852,1.0,Houston Rockets,,,1.0,,
Miami_Heat_2028_2,2028,2,Miami Heat,protection_backup,"{""type"": ""protection_backup"", ""trigger_pick"": ""Dallas_Mavericks_2027_1"", ""trigger_condition"": {""range"": [1, 2]}, ""if_triggered_to"": ""Charlotte Hornets"", ""if_not_triggered_to"": ""Detroit Pistons""}",,,,,,,,,,,0.0,,,,,,
San_Antonio_Spurs_2031_2,2031,2,San Antonio Spurs,unprotected,"{""type"": ""unprotected"", ""owner"": ""San Antonio Spurs""}",0.0430645,0.022468546310505537,0.0125,0.09,0.015,0.0225,0.04,0.06,0.075,47.3533,1.0,San Antonio Spurs,,,1.0,,
Golden_State_Warriors_2030_2,2030,2,Golden State Warriors,protection_backup,"{""type"": ""protection_backup"", ""possible_destinations"": [""Golden State Warriors"", ""Washington Wizards""], ""triggers"": [{""pick_id"": ""Golden_State_Warriors_2030_1"", ""condition"": {""range"": [1, 20]}}], ""trigger_logic"": ""ALL"", ""if_triggered_to"": ""Washington Wizards"", ""if_not_triggered_to"": ""Golden State Warriors""}",0.057475,0.020975661439804102,0.0125,0.09,0.0275,0.04,0.0575,0.075,0.0875,41.7827,1.0,Washington Wizards,Golden State Warriors,,0.8242,0.1758,
Utah_Jazz_2029_2,2029,2,Utah Jazz,unprotected,"{""type"": ""unprotected"", ""owner"": ""Utah Jazz""}",0.05964,0.018993754928202752,0.02,0.09,0.0325,0.0425,0.06,0.075,0.0875,40.9047,1.0,Utah Jazz,,,1.0,,
Houston_Rockets_2026_2,2026,2,Houston Rockets,conditional_trigger,"{""type"": ""conditional_trigger"", ""possible_destinations"": [""Houston Rockets"", ""Oklahoma City Thunder""], ""triggers"": [{""pick_id"": ""Houston_Rockets_2026_1"", ""condition"": {""range"": [1, 4]}}], ""trigger_logic"": ""ALL"", ""if_triggered_to"": ""Oklahoma City Thunder"", ""if_not_triggered_to"": ""Houston Rockets""}",,,,,,,,,,,0.0,,,,,,
Memphis_Grizzlies_2030_2,2030,2,Memphis Grizzlies,protected,"{""type"": ""protected"", ""protection_range"": [31, 50], ""if_protected_to"": ""Memphis Grizzlies"", ""if_not_protected_to"": ""Minnesota Timberwolves""}",0.05925875,0.02027534913178416,0.0175,0.09,0.03,0.0425,0.06,0.075,0.0875,41.0979,1.0,Minnesota Timberwolves,Memphis Grizzlies,,0.5191,0.4809,
Los_Angeles_Clippers_2026_1,2026,1,Los Angeles Clippers,protected_swap,"{""type"": ""protected_swap"", ""possible_destinations"": [""Oklahoma City Thunder"", ""Washington Wizards""], ""pool"": [""Los_Angeles_Clippers_2026_1"", ""Oklahoma_City_Thunder_2026_1"", {""pick"": ""Houston_Rockets_2026_1"", ""condition"": {""range"": [5, 30]}}], ""allocation"": [{""rank"": ""mf"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""mid"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}",0.466401,0.12430357934099742,0.35,1.0,0.4,0.43,0.43,0.43,0.6025,9.221,1.0,Oklahoma City Thunder,,,1.0,,
Los_Angeles_Lakers_2030_2,2030,2,Los Angeles Lakers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.03410375,0.019032763476333477,0.0125,0.09,0.0125,0.0175,0.03,0.0475,0.06,50.844,1.0,Brooklyn Nets,,,1.0,,
Oklahoma_City_Thunder_2029_2,2029,2,Oklahoma City Thunder,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.025474,0.011846913477184426,0.0125,0.09,0.0125,0.015,0.0225,0.0325,0.045,54.325,1.0,Oklahoma City Thunder,,,1.0,,
Los_Angeles_Clippers_2031_2,2031,2,Los Angeles Clippers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Los Angeles Clippers""}",0.052950750000000005,0.02222806465087128,0.0125,0.09,0.0225,0.0325,0.0525,0.0725,0.0825,43.5205,1.0,Los Angeles Clippers,,,1.0,,
Los_Angeles_Lakers_2027_1,2027,1,Los Angeles Lakers,protected,"{""type"": ""protected"", ""protection_range"": [1, 4], ""if_protected_to"": ""Los Angeles Lakers"", ""if_not_kept_to"": ""Utah Jazz""}",,,,,,,,,,,0.0,,,,,,
Brooklyn_Nets_2028_1,2028,1,Brooklyn Nets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Brooklyn Nets""}",0.609452,0.16851000862946064,0.33,1.0,0.4575,0.5,0.56,0.6675,1.0,5.2455,1.0,Brooklyn Nets,,,1.0,,
Portland_Trail_Blazers_2031_2,2031,2,Portland Trail Blazers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Portland Trail Blazers""}",0.0499945,0.022672232416819347,0.0125,0.09,0.02,0.03,0.05,0.07,0.0825,44.6697,1.0,Portland Trail Blazers,,,1.0,,
Phoenix_Suns_2028_2,2028,2,Phoenix Suns,swap,"{""type"": ""swap"", ""possible_destinations"": [""Indiana Pacers"", ""New York Knicks""], ""pool"": [""Phoenix_Suns_2028_2"", ""Indiana_Pacers_2028_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Indiana Pacers""}, {""rank"": ""lf"", ""to"": ""New York Knicks""}]}",0.0708955,0.012047047060765073,0.0425,0.09,0.055,0.06,0.07,0.08,0.0875,36.7892,1.0,New York Knicks,Indiana Pacers,,0.9992,0.0008,
Denver_Nuggets_2030_1,2030,1,Denver Nuggets,conditional_multi_trigger,"{""type"": ""conditional_multi_trigger"", ""obligations"": [{""priority"": 1, ""triggers"": [{""pick_id"": ""Denver_Nuggets_2027_1"", ""condition"": {""range"": [6, 30]}}, {""pick_id"": ""Denver_Nuggets_2029_1"", ""condition"": {""range"": [1, 5]}}], ""trigger_logic"": ""ALL"", ""if_triggered"": {""outcomes"": [{""range"": [1, 5], ""to"": ""Denver Nuggets""}, {""range"": [6, 30], ""to"": ""Oklahoma City Thunder""}]}, ""if_not_triggered"": ""NEXT_OBLIGATION""}, {""priority"": 2, ""trigger_picks"": [{""pick_id"": ""Denver_Nuggets_2027_1"", ""condition"": {""range"": [1, 5]}}, {""pick_id"": ""Denver_Nuggets_2028_1"", ""condition"": {""range"": [6, 30]}}], ""trigger_logic"": ""ALL"", ""if_triggered"": {""outcomes"": [{""range"": [1, 5], ""to"": ""Denver Nuggets""}, {""range"": [6, 30], ""to"": ""Oklahoma City Thunder""}]}, ""if_not_triggered"": ""DEFAULT""}], ""default"": {""to"": ""Denver Nuggets""}}",,,,,,,,,,,0.0,,,,,,
Oklahoma_City_Thunder_2032_1,2032,1,Oklahoma City Thunder,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.36120525000000003,0.20666060669143838,0.1175,1.0,0.155,0.2,0.295,0.4775,0.6675,15.5234,1.0,Oklahoma City Thunder,,,1.0,,
Portland_Trail_Blazers_2026_1,2026,1,Portland Trail Blazers,protected,"{""type"": ""protected"", ""protection_range"": [1, 14], ""if_protected_to"": ""Portland Trail Blazers"", ""if_not_protected_to"": ""Chicago Bulls"", ""fallback_pick"": ""Portland_Trail_Blazers_2027_1""}",0.50634825,0.13844297830789995,0.375,1.0,0.43,0.43,0.4575,0.4575,0.6675,8.058,1.0,Portland Trail Blazers,,,1.0,,
Denver_Nuggets_2027_2,2027,2,Denver Nuggets,unprotected,"{""type"": ""unprotected"", ""owner"": ""Cleveland Cavaliers""}",0.021569249999999998,0.0033578947248533975,0.0125,0.0325,0.0175,0.02,0.0225,0.0225,0.025,55.9748,1.0,Cleveland Cavaliers,,,1.0,,
Milwaukee_Bucks_2026_2,2026,2,Milwaukee Bucks,swap,"{""type"": ""swap"", ""possible_destinations"": [""Boston Celtics"", ""Orlando Magic"", ""New York Knicks""], ""pool"": [""Milwaukee_Bucks_2026_2"", ""Orlando_Magic_2026_2"", ""Detroit_Pistons_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Boston Celtics""}, {""rank"": ""mid"", ""to"": ""Orlando Magic""}, {""rank"": ""lf"", ""to"": ""New York Knicks""}]}",0.0570115,0.007881391335477385,0.05,0.09,0.055,0.055,0.055,0.055,0.055,41.3766,1.0,New York Knicks,,,1.0,,
Dallas_Mavericks_2028_1,2028,1,Dallas Mavericks,swap,"{""type"": ""swap"", ""possible_destinations"": [""Dallas Mavericks"", ""Oklahoma City Thunder""], ""pool"": [""Dallas_Mavericks_2028_1"", ""Oklahoma_City_Thunder_2028_1""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""lf"", ""to"": ""Dallas Mavericks""}]}",0.32498275,0.11841236200745717,0.155,1.0,0.215,0.2575,0.295,0.375,0.43,15.57,1.0,Oklahoma City Thunder,Dallas Mavericks,,0.9817,0.0183,
Indiana_Pacers_2030_1,2030,1,Indiana Pacers,unprotected,"{""type"": ""unprotected"", ""owner"": ""Indiana Pacers""}",0.32924899999999996,0.19033455407058192,0.1175,1.0,0.1425,0.175,0.2825,0.43,0.6025,16.9194,1.0,Indiana Pacers,,,1.0,,
Chicago_Bulls_2031_2,2031,2,Chicago Bulls,unprotected,"{""type"": ""unprotected"", ""owner"": ""Chicago Bulls""}",0.04819025,0.02257435248410257,0.0125,0.09,0.02,0.0275,0.0475,0.0675,0.0825,45.3528,1.0,Chicago Bulls,,,1.0,,
Detroit_Pistons_2032_2,2032,2,Detroit Pistons,unprotected,"{""type"": ""unprotected"", ""owner"": ""Detroit Pistons""}",0.047814749999999996,0.022730007099861928,0.0125,0.09,0.02,0.0275,0.045,0.0675,0.0825,45.5027,1.0,Detroit Pistons,,,1.0,,
Milwaukee_Bucks_2031_1,2031,1,Milwaukee Bucks,unprotected,"{""type"": ""unprotected"", ""owner"": ""Milwaukee Bucks""}",0.39590225,0.21130065988260463,0.1175,1.0,0.165,0.23,0.33,0.5275,0.6675,13.8306,1.0,Milwaukee Bucks,,,1.0,,
Boston_Celtics_2032_1,2032,1,Boston Celtics,unprotected,"{""type"": ""unprotected"", ""owner"": ""Boston Celtics""}",0.360455,0.20596278496825388,0.1175,1.0,0.1425,0.2,0.295,0.4775,0.6675,15.5434,1.0,Boston Celtics,,,1.0,,
Chicago_Bulls_2026_1,2026,1,Chicago Bulls,unprotected,"{""type"": ""unprotected"", ""owner"": ""Chicago Bulls""}",0.5407234999999999,0.14863375120392308,0.4,1.0,0.4575,0.4575,0.4775,0.6025,0.775,7.0094,1.0,Chicago Bulls,,,1.0,,
Indiana_Pacers_2027_2,2027,2,Indiana Pacers,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Oklahoma City Thunder"", ""New York Knicks"", ""San Antonio Spurs"", ""Miami Heat""], ""levels"": [{""description"": ""Sub-swap (i): rank OKC, HOU, IND, MIA"", ""pool"": [""Oklahoma_City_Thunder_2027_2"", ""Houston_Rockets_2027_2"", ""Indiana_Pacers_2027_2"", ""Miami_Heat_2027_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Oklahoma City Thunder""}, {""rank"": ""mid1"", ""to"": ""New York Knicks""}, {""rank"": ""mid2"", ""to"": ""New York Knicks""}, {""rank"": ""lf"", ""to"": ""TEMP_I_LF""}]}, {""description"": ""SAS and (lf of the four)"", ""pool"": [""San_Antonio_Spurs_2027_2"", ""TEMP_I_LF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""San Antonio Spurs""}, {""rank"": ""lf"", ""to"": ""Miami Heat""}]}]}",0.0299355,0.004260593270367582,0.02,0.0425,0.025,0.0275,0.03,0.0325,0.035,52.039,1.0,Indiana Pacers,,,1.0,,
New_Orleans_Pelicans_2026_2,2026,2,New Orleans Pelicans,nested_swap,"{""type"": ""nested_swap"", ""possible_destinations"": [""Boston Celtics"", ""San Antonio Spurs"", ""Washington Wizards""], ""levels"": [{""description"": ""MF of MIN and NYK"", ""pool"": [""Minnesota_Timberwolves_2026_2"", ""New_York_Knicks_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""TEMP_MIN_NYK_MF""}, {""rank"": ""lf"", ""to"": ""New York Knicks""}]}, {""description"": ""MF of NOP and POR"", ""pool"": [""New_Orleans_Pelicans_2026_2"", ""Portland_Trail_Blazers_2026_2""], ""allocation"": [{""rank"": ""mf"", ""to"": ""TEMP_NOP_POR_MF""}, {""rank"": ""lf"", ""to"": ""San Antonio Spurs""}]}, {""description"": ""Best of all four to BOS"", ""pool"": [""TEMP_MIN_NYK_MF"", ""TEMP_NOP_POR_MF""], ""allocation"": [{""rank"": ""mf"", ""to"": ""Boston Celtics""}, {""rank"": ""lf"", ""to"": ""Washington Wizards""}]}]}",0.07826074999999999,0.007264703161774954,0.0675,0.09,0.07,0.0725,0.075,0.0825,0.09,34.4226,1.0,San Antonio Spurs,Washington Wizards,,0.8445,0.1555,
Cleveland_Cavaliers_2030_2,2030,2,Cleveland Cavaliers,unprotected,"{""type"": ""unprotected"", ""owner"": ""San Antonio Spurs""}",0.043450749999999996,0.02198181110462566,0.0125,0.09,0.0175,0.0225,0.04,0.06,0.075,47.1904,1.0,San Antonio Spurs,,,1.0,,
Detroit_Pistons_2029_1,2029,1,Detroit Pistons,unprotected,"{""type"": ""unprotected"", ""owner"": ""Detroit Pistons""}",0.21800075000000002,0.09700220779584985,0.1175,1.0,0.13,0.1425,0.1875,0.27,0.33,22.4327,1.0,Detroit Pistons,,,1.0,,
Boston_Celtics_2029_2,2029,2,Boston Celtics,unprotected,"{""type"": ""unprotected"", ""owner"": ""Oklahoma City Thunder""}",0.037807,0.018261649700533,0.0125,0.09,0.0175,0.0225,0.035,0.0525,0.0625,49.2702,1.0,Oklahoma City Thunder,,,1.0,,
